"","Date","PB_TN","PB_TP","PB_Nitrate","PB_SRP","PB_DOC","LB_TN","LB_TP","LB_Nitrate","LB_SRP","LB_DOC","Stream_Q","BD_TN","BD_TP","BD_Nitrate","BD_SRP","BD_DOC","BD_Q"
"13","2020-07-13",1.03304771440419,1.00382098357543,1.01984316171681,3.89360848795718,1.1545901411287,1.03991780532067,1.00460569690209,1.0211257992779,4.50539043076122,1.23351850747555,1.08730921922871,NA,NA,NA,NA,NA,NA
"14","2020-07-20",1.00990333132073,1.00192956612373,1.00161324299345,1.98678655466643,1.07184455840889,1.02949638413683,1.00409904036734,1.00773364529937,3.75541574405689,1.17548390477333,1.0600694338781,NA,NA,NA,NA,NA,NA
"15","2020-07-28",1.030813931069,1.00467190580313,1.01540123815961,3.64861733640619,1.10744346267705,1.04898013272238,1.00646621536603,1.0206650472262,5.43718002332678,1.24481389706424,1.08890227295449,NA,NA,NA,NA,NA,NA
"16","2020-08-04",1.37236548614691,1.03065009265151,1.26345864291137,23.245268919671,2.21779195952821,1.43990452110152,1.03810087765204,1.28686668673405,26.9757486386027,2.81848711867066,1.46702613818864,NA,NA,NA,NA,NA,NA
"17","2020-08-18",1.00815095157268,1.00153188757319,1.0019572397178,1.90362282298452,1.0664729825653,1.00911618929535,1.00141881480743,NA,NA,1.0657954557394,1.02213363017868,NA,NA,NA,NA,NA,NA
"18","2020-11-03",1.02528297720314,1.00325599247735,1.01088835228756,3.40302158921599,1.19414525404462,1.0600477519412,1.00788218895605,1.0149591965649,6.65268297627113,1.65457170890285,1.1445578989329,NA,NA,NA,NA,NA,NA
"19","2020-11-17",1.01601658090191,1.00310529091754,1.0017936699863,3.32963614908984,1.18821381120379,1.03518191829934,1.00542659561199,1.00343233882173,5.30674690458366,1.45489539376638,1.14664360178285,NA,NA,NA,NA,NA,NA
"20","2020-12-02",3.71986274049785,1.05542323735608,3.56303602930403,45.9520168764047,3.02104365832194,5.1290378543881,1.07408294852083,4.97206745016688,60.9140793230815,3.90139910526663,1.99475553688165,NA,NA,NA,NA,NA,NA
"21","2020-12-14",1.71813288339282,1.01329593084015,1.67279730923153,10.384957152236,1.71869980595358,1.98569612032625,1.01320164717602,1.92555524927385,10.952446023329,1.89938389534132,1.38312223409602,NA,NA,NA,NA,NA,NA
"22","2021-01-12",4.79321377982286,1.02628079138329,4.72059998765706,22.5625949937004,2.1934168710517,4.62696258378662,1.02611293922112,4.69544349480694,22.3123428579969,NA,1.71779914748345,NA,NA,NA,NA,NA,NA
"23","2021-01-27",6.54413367901758,1.04299342469374,6.4002751025593,31.581559995341,NA,6.42779813203704,1.05171429883081,6.14377090627893,27.520070898506,NA,2.48549773203797,3.55331980748513,0.0764605648041153,3.10346595216478,14.1164597129718,3.62512840613804,1.07759234450166
"24","2021-02-24",81.5475618696589,5.20139590989354,73.4307308248251,2326.05845541626,51.105754785514,74.7054502853804,4.69594476643741,70.8436013520709,2140.94952437003,52.3272677481232,14.4932967273623,NA,NA,NA,NA,NA,NA
"25","2021-03-10",9.82035895425395,1.05164788362304,9.16416623347431,32.5076629490786,4.11143402913326,9.6092703813496,1.04794107386851,8.98852270292028,31.4784734164388,3.8984810554578,2.65367629073091,12.6289729929289,0.320652746625829,10.7901843107236,206.794803678005,8.61986260875646,2.04747330374263
"26","2021-03-24",22.2757671851979,1.09581704762177,20.4040418201615,55.446161701618,7.29250435885777,21.8232353648948,1.09243477623423,19.9637696791299,50.8727704070593,7.20883503885991,4.50718485455168,12.1612580261182,0.269599090991816,11.2653673454382,168.756100473497,8.73761639366501,2.24409708076459
"27","2021-04-07",6.40198893445083,1.02512295736029,6.13519204916475,6.49228251381034,3.71272032338353,6.39707404903968,1.02525353209753,6.02466442249698,6.44575061175713,3.70700570845447,2.15069572192817,NA,NA,NA,NA,NA,NA
"28","2021-04-21",6.16366282340867,1.02764322335013,5.66427755705323,9.29720096789836,3.57918722564922,5.91990011872477,1.02685080288158,5.41252320650871,9.71772972914141,3.56093045918819,2.2892944827691,5.53129506820044,0.0849837740238846,4.38834720397515,4.46601706599241,3.90311651020713,1.29449770028766
"29","2021-04-29",12.5070465634644,NA,9.14717700903705,379.348096278611,NA,10.6686546516093,NA,8.07591930121078,75.7812453957973,NA,4.26288543016776,8.55396826996434,NA,6.34332702120645,12.2637655743325,NA,2.34938037822461
"30","2021-05-05",131.617450593195,3.16268038113157,110.838418325823,1164.09481552845,54.2682229124351,124.442758176325,3.33119232488744,107.204447172688,1229.80799121413,58.123237673933,14.0426935997052,54.6888938573413,1.00036705631006,39.0990863253814,79.7375067580612,43.5732681450586,15.3933410729848
"31","2021-05-10",81.2298761631004,NA,70.2128691964543,1038.05777572415,NA,78.2238487238301,NA,NA,NA,NA,9.16466649287045,63.9647166565991,NA,49.2586914335513,114.372524172277,NA,15.3933410729848
"32","2021-05-18",6.91883291963333,1.02811152133084,6.44858490949641,15.293105194975,3.44911145144131,6.76625146497464,1.02618543193494,6.1072496907126,13.5510553435765,3.45308869821344,2.10097556157351,9.60021260572786,0.0995070363193462,7.80245599505451,11.8108605859204,7.21631585622745,2.14353186677322
"33","2021-06-01",3.33095830340863,1.01919960271808,2.93449770868274,14.8858154241307,2.13449601159185,2.99229227395877,1.01577940458374,2.67906341303017,12.3008335395915,2.1129192608117,1.60776815102555,3.43179938142194,0.04138372868933,2.64184917788756,3.91035612441294,3.30174297759847,1.04835284836808
"34","2021-06-09",24.5179768866436,NA,22.3787448098863,283.211821180786,10.6958895852632,23.0951957065309,NA,21.1421860199754,297.886632437677,11.0604867293233,3.75485438700319,291.817637959684,NA,256.836650485437,1420.06553398058,158.483928664554,38.2766990291262
"35","2021-06-15",9.34588471572177,1.05479793096121,8.32755157875724,43.2270238789571,2.9989165748471,9.12225052817621,1.04908710163211,8.04036877575486,40.6983850638501,2.92816456205219,1.99135453979962,147.968697973585,2.59706234783799,108.653107691606,312.12461060477,69.0445552538893,16.8716005732308
"36","2021-06-29",5.0585441467302,1.04384412773404,4.57596676509807,35.7870650455613,2.30119101452638,4.66503199900961,1.03348492640904,4.33413972795027,30.1330505507795,2.16796162589066,1.64047762577953,8.65383836431148,0.0714824450808693,7.19275359805299,5.62192235250119,5.05146735082696,1.18107612447504
"37","2021-07-13",2.58156141496117,1.02498948039451,2.451786445499,18.6457528056756,2.22041198647138,2.46591610582032,1.02113069062883,2.40154369820879,17.1665178102343,2.17145895121933,1.46829839694824,6.51887524670228,0.0616129473437466,5.96268599176278,5.35198258478521,4.46223197460851,1.1103698308683
"38","2021-07-17",NA,NA,221.710252814285,9702.46479286553,244.591259968006,NA,NA,236.50666956227,9940.2459403087,240.591234435455,41.3232912896754,NA,NA,179.785194174757,192.538834951456,157.576601695995,41.1407766990291
"39","2021-07-27",2.48933773016395,1.01876022004548,2.35896575852354,16.4858154482069,1.88851061669963,2.30731766736514,1.01329773269272,2.24810535377709,11.6125077814497,1.83047750507471,1.42034135302051,3.28657402695145,0.071121067022149,2.4619968744527,4.9742385830779,3.58225626744172,0.837413902875067
"40","2021-08-10",1.06986004579923,1.00305753202996,1.04453207975846,3.18399677166153,1.18315827455606,1.05060852621794,1.002189511809,1.02889789908458,2.40396581868361,1.16782842710558,1.0811936711598,0.333860781285103,0.0139141655256519,0.235332651,4.30090707,0.572190798935792,0.13524865
"41","2021-08-25",NA,NA,1.00320312945017,1.75710332458665,1.06811553866061,NA,NA,1.00290833362528,1.85695358450111,1.08841337432519,1.03791830019916,NA,NA,0.01297286712,18.97882412,0.548885001696645,0.12011914
"42","2021-09-05",NA,NA,1.01005482188191,3.0783914434065,1.18864393309158,NA,NA,1.00889585571679,3.08541180948229,1.23250886680172,1.06942498678526,NA,NA,0.0879662898944644,2.51997548109436,2.34264554333679,0.517448764085085
"43","2021-10-31",6.13763860068706,1.1646187991204,5.76783991089245,131.939061536153,7.24811292935334,6.21221438693472,1.16279892438245,5.69630542820725,134.417378903923,7.66404743568674,2.49406945191789,1.81041917105139,0.17096219928878,0.566484719552187,20.6766922636548,6.36049065630964,1.41621179888047
"44","2021-11-14",1.48614933501047,1.02182204274792,1.33629328557043,19.8177474891487,2.86193036272855,1.47823069036875,1.01821779264246,1.36601709762033,16.3722279155438,2.5141904536205,1.65701472460836,0.168217791265995,0.0109675536995757,0.05338057904,0.6048869792,0.625309299386642,0.13937488
"45","2021-11-28",3.08265617852587,1.02670699815933,2.91114672501369,21.6830921024634,3.47431990763873,2.85009229783633,1.02322097381721,2.72258359322798,19.6913185250117,3.3172528317799,1.93142592165217,0.928278131995732,0.0545334335323259,0.168863459357917,3.06948849768825,3.46333385726736,0.831839701270528
"46","2021-12-13",17.831157391771,1.49352834359665,17.3098338486812,348.503742247519,11.6025497298738,17.0571901409266,1.4879455071432,16.7499901216126,354.374503593832,11.5356291810732,4.34735470816012,7.08834712895325,0.643215349484759,3.33155508535555,57.4265607622412,18.198933422708,4.07280572781853
